Pattern,Components,Score,PrimeProduct
Flush: AT942,"ranks=A,T,9,4,2",710,179170
Flush: K9843,"ranks=K,9,8,4,3",1087,179265
Flush: K8762,"ranks=K,8,7,6,2",1113,179894
Flush: A9653,"ranks=A,9,6,5,3",773,179949
Flush: QT843,"ranks=Q,T,8,4,3",1261,181815
Flush: JT753,"ranks=J,T,7,5,3",1394,182091
Flush: KJ842,"ranks=K,J,8,4,2",997,182410
Flush: AJ652,"ranks=A,J,6,5,2",683,183106
Flush: AT743,"ranks=A,T,7,4,3",734,183885
Flush: K7654,"ranks=K,7,6,5,4",1130,185185
Flush: A9852,"ranks=A,9,8,5,2",758,185402
Flush: T9763,"ranks=T,9,7,6,3",1495,187473
Flush: KQ643,"ranks=K,Q,6,4,3",928,189255
Flush: QT952,"ranks=Q,T,9,5,2",1245,189658
Flush: J8654,"ranks=J,8,6,5,4",1454,189805
Flush: JT943,"ranks=J,T,9,4,3",1371,190095
Flush: A8753,"ranks=A,8,7,5,3",787,190281
Flush: JT762,"ranks=J,T,7,6,2",1392,190762
Flush: K9753,"ranks=K,9,7,5,3",1095,191919
Flush: T9872,"ranks=T,9,8,7,2",1482,193154
Flush: QT753,"ranks=Q,T,7,5,3",1269,194649
Flush: KQ842,"ranks=K,Q,8,4,2",913,194990
Flush: KJ752,"ranks=K,J,7,5,2",1005,195286
Flush: AQ652,"ranks=A,Q,6,5,2",599,195734
Flush: AJ643,"ranks=A,J,6,4,3",684,196185
Flush: KT653,"ranks=K,T,6,5,3",1066,196581
Flush: J9853,"ranks=J,9,8,5,3",1419,196707
Flush: AK742,"ranks=A,K,7,4,2",475,197210
Flush: A9843,"ranks=A,9,8,4,3",759,198645
Flush: T9754,"ranks=T,9,7,5,4",1497,198835
Flush: A8762,"ranks=A,8,7,6,2",785,199342
Flush: KQJ32,"ranks=K,Q,J,3,2",850,199578
Flush: K9762,"ranks=K,9,7,6,2",1093,201058
Flush: AJ842,"ranks=A,J,8,4,2",669,202130
Flush: KT852,"ranks=K,T,8,5,2",1051,202538
Flush: Q8654,"ranks=Q,8,6,5,4",1329,202895
Flush: QT943,"ranks=Q,T,9,4,3",1246,203205
Flush: KJ942,"ranks=K,J,9,4,2",982,203870
Flush: QT762,"ranks=Q,T,7,6,2",1267,203918
Flush: A7654,"ranks=A,7,6,5,4",802,205205
Flush: J9862,"ranks=J,9,8,6,2",1417,206074
Flush: QJT42,"ranks=Q,J,T,4,2",1170,206770
Flush: QJ653,"ranks=Q,J,6,5,3",1219,207669
Flush: KQ752,"ranks=K,Q,7,5,2",921,208754
Flush: KJ743,"ranks=K,J,7,4,3",1006,209235
Flush: AKT32,"ranks=A,K,T,3,2",430,209346
Flush: AQ643,"ranks=A,Q,6,4,3",600,209715
Flush: Q9853,"ranks=Q,9,8,5,3",1294,210273
Flush: J8763,"ranks=J,8,7,6,3",1446,211497
Flush: J9654,"ranks=J,9,6,5,4",1434,212135
Flush: A9753,"ranks=A,9,7,5,3",767,212667
Flush: QJ852,"ranks=Q,J,8,5,2",1204,213962
Flush: AQ842,"ranks=A,Q,8,4,2",585,216070
Flush: AJ752,"ranks=A,J,7,5,2",677,216398
Flush: KT843,"ranks=K,T,8,4,3",1052,217005
Flush: AT653,"ranks=A,T,6,5,3",738,217833
Flush: KQ942,"ranks=K,Q,9,4,2",898,217930
Flush: Q9862,"ranks=Q,9,8,6,2",1292,220286
Flush: AQJ32,"ranks=A,Q,J,3,2",522,221154
Flush: A9762,"ranks=A,9,7,6,2",765,222794
Flush: KQ743,"ranks=K,Q,7,4,3",922,223665
Flush: J8754,"ranks=J,8,7,5,4",1448,224315
Flush: AT852,"ranks=A,T,8,5,2",723,224434
Flush: AJ942,"ranks=A,J,9,4,2",654,225910
Flush: Q8763,"ranks=Q,8,7,6,3",1321,226083
Flush: KT952,"ranks=K,T,9,5,2",1036,226366
Flush: Q9654,"ranks=Q,9,6,5,4",1309,226765
Flush: QJ843,"ranks=Q,J,8,4,3",1205,229245
Flush: 98764,"ranks=9,8,7,6,4",1548,230945
Flush: AQ752,"ranks=A,Q,7,5,2",593,231322
Flush: AJ743,"ranks=A,J,7,4,3",678,231855
Flush: KT753,"ranks=K,T,7,5,3",1060,232323
Flush: AK652,"ranks=A,K,6,5,2",479,233618
Flush: J9763,"ranks=J,9,7,6,3",1426,236379
Flush: JT853,"ranks=J,T,8,5,3",1384,238119
Flush: QJ952,"ranks=Q,J,9,5,2",1189,239134
Flush: Q8754,"ranks=Q,8,7,5,4",1323,239785
Flush: AT843,"ranks=A,T,8,4,3",724,240465
Flush: AQ942,"ranks=A,Q,9,4,2",570,241490
Flush: K8654,"ranks=K,8,6,5,4",1120,242165
Flush: KT943,"ranks=K,T,9,4,3",1037,242535
Flush: KT762,"ranks=K,T,7,6,2",1058,243386
Flush: J9872,"ranks=J,9,8,7,2",1413,243542
Flush: T9863,"ranks=T,9,8,6,3",1485,245157
Flush: QJ753,"ranks=Q,J,7,5,3",1213,245427
Flush: KJT42,"ranks=K,J,T,4,2",961,246790
Flush: AQ743,"ranks=A,Q,7,4,3",594,247845
Flush: KJ653,"ranks=K,J,6,5,3",1010,247863
Flush: JT862,"ranks=J,T,8,6,2",1382,249458
Flush: AK643,"ranks=A,K,6,4,3",480,250305
Flush: J9754,"ranks=J,9,7,5,4",1428,250705
Flush: AT952,"ranks=A,T,9,5,2",708,250838
Flush: K9853,"ranks=K,9,8,5,3",1085,250971
Flush: Q9763,"ranks=Q,9,7,6,3",1301,252681
Flush: QT853,"ranks=Q,T,8,5,3",1259,254541
Flush: KJ852,"ranks=K,J,8,5,2",995,255374
Flush: QJ943,"ranks=Q,J,9,4,3",1190,256215
Flush: JT654,"ranks=J,T,6,5,4",1399,256795
Flush: QJ762,"ranks=Q,J,7,6,2",1211,257114
Flush: AT753,"ranks=A,T,7,5,3",732,257439
Flush: AK842,"ranks=A,K,8,4,2",465,257890
Flush: T9854,"ranks=T,9,8,5,4",1487,260015
Flush: Q9872,"ranks=Q,9,8,7,2",1288,260338
Flush: K9862,"ranks=K,9,8,6,2",1083,262922
Flush: KQT42,"ranks=K,Q,T,4,2",877,263810
Flush: AKJ32,"ranks=A,K,J,3,2",402,263958
Flush: KQ653,"ranks=K,Q,6,5,3",926,264957
Flush: JT953,"ranks=J,T,9,5,3",1369,266133
Flush: QT862,"ranks=Q,T,8,6,2",1257,266662
Flush: Q9754,"ranks=Q,9,7,5,4",1303,267995
Flush: A8654,"ranks=A,8,6,5,4",792,268345
Flush: AT943,"ranks=A,T,9,4,3",709,268755
Flush: AT762,"ranks=A,T,7,6,2",730,269698
Flush: K8763,"ranks=K,8,7,6,3",1112,269841
Flush: K9654,"ranks=K,9,6,5,4",1100,270655
Flush: KQ852,"ranks=K,Q,8,5,2",911,272986
Flush: AJT42,"ranks=A,J,T,4,2",633,273470
Flush: KJ843,"ranks=K,J,8,4,3",996,273615
Flush: QT654,"ranks=Q,T,6,5,4",1274,274505
Flush: AJ653,"ranks=A,J,6,5,3",682,274659
Flush: AK752,"ranks=A,K,7,5,2",473,276094
Flush: A9853,"ranks=A,9,8,5,3",757,278103
Flush: JT962,"ranks=J,T,9,6,2",1367,278806
Flush: T8764,"ranks=T,8,7,6,4",1514,279565
Flush: AKQ32,"ranks=A,K,Q,3,2",366,282162
Flush: AJ852,"ranks=A,J,8,5,2",667,282982
Flush: QT953,"ranks=Q,T,9,5,3",1244,284487
Flush: KJ952,"ranks=K,J,9,5,2",980,285418
Flush: JT763,"ranks=J,T,7,6,3",1391,286143
Flush: K8754,"ranks=K,8,7,5,4",1114,286195
Flush: AK942,"ranks=A,K,9,4,2",450,288230
Flush: QJT52,"ranks=Q,J,T,5,2",1168,289478
Flush: T9873,"ranks=T,9,8,7,3",1481,289731
Flush: A9862,"ranks=A,9,8,6,2",755,291346
Flush: AQT42,"ranks=A,Q,T,4,2",549,292330
Flush: KQ843,"ranks=K,Q,8,4,3",912,292485
Flush: KJ753,"ranks=K,J,7,5,3",1004,292929
Flush: AQ653,"ranks=A,Q,6,5,3",598,293601
Flush: JT872,"ranks=J,T,8,7,2",1378,294814
Flush: AK743,"ranks=A,K,7,4,3",474,295815
Flush: QT962,"ranks=Q,T,9,6,2",1242,298034
Flush: A8763,"ranks=A,8,7,6,3",784,299013
Flush: A9654,"ranks=A,9,6,5,4",772,299915
Flush: K9763,"ranks=K,9,7,6,3",1092,301587
Flush: AQ852,"ranks=A,Q,8,5,2",583,302498
Flush: AJ843,"ranks=A,J,8,4,3",668,303195
Flush: JT754,"ranks=J,T,7,5,4",1393,303485
Flush: KT853,"ranks=K,T,8,5,3",1050,303807
Flush: KQ952,"ranks=K,Q,9,5,2",896,305102
Flush: KJ943,"ranks=K,J,9,4,3",981,305805
Flush: QT763,"ranks=Q,T,7,6,3",1266,305877
Flush: KJ762,"ranks=K,J,7,6,2",1002,306878
Flush: J9863,"ranks=J,9,8,6,3",1416,309111
Flush: QJT43,"ranks=Q,J,T,4,3",1169,310155
Flush: K9872,"ranks=K,9,8,7,2",1079,310726
Flush: T9764,"ranks=T,9,7,6,4",1494,312455
Flush: KQ753,"ranks=K,Q,7,5,3",920,313131
Flush: QT872,"ranks=Q,T,8,7,2",1253,315146
Flush: AJ952,"ranks=A,J,9,5,2",652,316274
Flush: A8754,"ranks=A,8,7,5,4",786,317135
Flush: KT862,"ranks=K,T,8,6,2",1048,318274
Flush: K9754,"ranks=K,9,7,5,4",1094,319865
Flush: QJ853,"ranks=Q,J,8,5,3",1203,320943
Straight Flush to 9,"ranks=5,6,7,8,9",6,323323
Flush: AQ843,"ranks=A,Q,8,4,3",584,324105
Flush: QT754,"ranks=Q,T,7,5,4",1268,324415
Flush: AJ753,"ranks=A,J,7,5,3",676,324597
Flush: KQ943,"ranks=K,Q,9,4,3",897,326895
Flush: KT654,"ranks=K,T,6,5,4",1065,327635
Flush: J9854,"ranks=J,9,8,5,4",1418,327845
Flush: KQ762,"ranks=K,Q,7,6,2",918,328042
Flush: JT972,"ranks=J,T,9,7,2",1363,329498
Flush: Q9863,"ranks=Q,9,8,6,3",1291,330429
Flush: KQJ42,"ranks=K,Q,J,4,2",849,332630
Flush: A9763,"ranks=A,9,7,6,3",764,334191
Flush: QJ862,"ranks=Q,J,8,6,2",1201,336226
Flush: AT853,"ranks=A,T,8,5,3",722,336651
Flush: AQ952,"ranks=A,Q,9,5,2",568,338086
Flush: AJ943,"ranks=A,J,9,4,3",653,338865
Flush: KT953,"ranks=K,T,9,5,3",1035,339549
Flush: AJ762,"ranks=A,J,7,6,2",674,340054
Flush: A9872,"ranks=A,9,8,7,2",751,344318
Flush: KJT52,"ranks=K,J,T,5,2",959,345506
Flush: QJ654,"ranks=Q,J,6,5,4",1218,346115
Flush: AQ753,"ranks=A,Q,7,5,3",592,346983
Flush: AKT42,"ranks=A,K,T,4,2",429,348910
Flush: AK653,"ranks=A,K,6,5,3",478,350427
Flush: Q9854,"ranks=Q,9,8,5,4",1293,350455
Flush: QT972,"ranks=Q,T,9,7,2",1238,352222
Flush: J8764,"ranks=J,8,7,6,4",1445,352495
Flush: AT862,"ranks=A,T,8,6,2",720,352682
Flush: A9754,"ranks=A,9,7,5,4",766,354445
Flush: KT962,"ranks=K,T,9,6,2",1033,355718
Flush: QJ953,"ranks=Q,J,9,5,3",1188,358701
Flush: AK852,"ranks=A,K,8,5,2",463,361046
Flush: AQ943,"ranks=A,Q,9,4,3",569,362235
Flush: AT654,"ranks=A,T,6,5,4",737,363055
Flush: AQ762,"ranks=A,Q,7,6,2",590,363506
Flush: KT763,"ranks=K,T,7,6,3",1057,365079
Flush: J9873,"ranks=J,9,8,7,3",1412,365313
Flush: AQJ42,"ranks=A,Q,J,4,2",521,368590
Flush: KQT52,"ranks=K,Q,T,5,2",875,369334
Flush: KJT43,"ranks=K,J,T,4,3",960,370185
Flush: JT863,"ranks=J,T,8,6,3",1381,374187
Flush: QJ962,"ranks=Q,J,9,6,2",1186,375782
Flush: KT872,"ranks=K,T,8,7,2",1044,376142
Flush: AT953,"ranks=A,T,9,5,3",707,376257
Flush: Q8764,"ranks=Q,8,7,6,4",1320,376805
Flush: AJT52,"ranks=A,J,T,5,2",631,382858
Flush: KJ853,"ranks=K,J,8,5,3",994,383061
Flush: QJ763,"ranks=Q,J,7,6,3",1210,385671
Flush: AK843,"ranks=A,K,8,4,3",464,386835
Flush: KT754,"ranks=K,T,7,5,4",1059,387205
Flush: Q9873,"ranks=Q,9,8,7,3",1287,390507
Flush: T8765,"ranks=T,8,7,6,5",1513,391391
Flush: J9764,"ranks=J,9,7,6,4",1425,393965
Flush: AT962,"ranks=A,T,9,6,2",705,394174
Flush: K9863,"ranks=K,9,8,6,3",1082,394383
Flush: KQT43,"ranks=K,Q,T,4,3",876,395715
Flush: JT854,"ranks=J,T,8,5,4",1383,396865
Flush: QJ872,"ranks=Q,J,8,7,2",1197,397358
Flush: QT863,"ranks=Q,T,8,6,3",1256,399993
Flush: KJ862,"ranks=K,J,8,6,2",992,401302
Flush: AK952,"ranks=A,K,9,5,2",448,403522
Flush: AT763,"ranks=A,T,7,6,3",729,404547
Flush: T9864,"ranks=T,9,8,6,4",1484,408595
Flush: QJ754,"ranks=Q,J,7,5,4",1212,409045
Flush: AQT52,"ranks=A,Q,T,5,2",547,409262
Flush: KQ853,"ranks=K,Q,8,5,3",910,409479
Flush: AJT43,"ranks=A,J,T,4,3",632,410205
Flush: KJ654,"ranks=K,J,6,5,4",1009,413105
Flush: AK753,"ranks=A,K,7,5,3",472,414141
Flush: AT872,"ranks=A,T,8,7,2",716,416806
Flush: JT963,"ranks=J,T,9,6,3",1366,418209
Flush: K9854,"ranks=K,9,8,5,4",1084,418285
Flush: KT972,"ranks=K,T,9,7,2",1029,420394
Flush: Q9764,"ranks=Q,9,7,6,4",1300,421135
Flush: QT854,"ranks=Q,T,8,5,4",1258,424235
Flush: AJ853,"ranks=A,J,8,5,3",666,424473
Flush: KJ953,"ranks=K,J,9,5,3",979,428127
Flush: KQ862,"ranks=K,Q,8,6,2",908,428978
Flush: AT754,"ranks=A,T,7,5,4",731,429065
Flush: JT982,"ranks=J,T,9,8,2",1358,430882
Flush: AK943,"ranks=A,K,9,4,3",449,432345
Flush: AK762,"ranks=A,K,7,6,2",470,433862
Flush: QJT53,"ranks=Q,J,T,5,3",1167,434217
Flush: A9863,"ranks=A,9,8,6,3",754,437019
Flush: T9765,"ranks=T,9,7,6,5",1493,437437
Flush: AQT43,"ranks=A,Q,T,4,3",548,438495
Flush: AKJ42,"ranks=A,K,J,4,2",401,439930
Flush: KQ654,"ranks=K,Q,6,5,4",925,441595
Flush: JT873,"ranks=J,T,8,7,3",1377,442221
Flush: JT954,"ranks=J,T,9,5,4",1368,443555
Flush: QJ972,"ranks=Q,J,9,7,2",1182,444106
Flush: AJ862,"ranks=A,J,8,6,2",664,444686
Flush: QT963,"ranks=Q,T,9,6,3",1241,447051
Flush: KJ962,"ranks=K,J,9,6,2",977,448514
Flush: K8764,"ranks=K,8,7,6,4",1111,449735
Flush: AQ853,"ranks=A,Q,8,5,3",582,453747
Flush: QJT62,"ranks=Q,J,T,6,2",1165,454894
Flush: KQ953,"ranks=K,Q,9,5,3",895,457653
Flush: AJ654,"ranks=A,J,6,5,4",681,457765
Flush: KJ763,"ranks=K,J,7,6,3",1001,460317
Flush: QT982,"ranks=Q,T,9,8,2",1233,460598
Flush: A9854,"ranks=A,9,8,5,4",756,463505
Flush: KQJ52,"ranks=K,Q,J,5,2",847,465682
Flush: AT972,"ranks=A,T,9,7,2",701,465842
Flush: K9873,"ranks=K,9,8,7,3",1078,466089
Flush: AKQ42,"ranks=A,K,Q,4,2",365,470270
Flush: QT873,"ranks=Q,T,8,7,3",1252,472719
Flush: QT954,"ranks=Q,T,9,5,4",1243,474145
Flush: KJ872,"ranks=K,J,8,7,2",988,474266
Flush: AJ953,"ranks=A,J,9,5,3",651,474411
Flush: AQ862,"ranks=A,Q,8,6,2",580,475354
Flush: JT764,"ranks=J,T,7,6,4",1390,476905
Flush: KT863,"ranks=K,T,8,6,3",1047,477411
Flush: KQ962,"ranks=K,Q,9,6,2",893,479446
Flush: T9874,"ranks=T,9,8,7,4",1480,482885
Flush: KJ754,"ranks=K,J,7,5,4",1003,488215
Flush: AKT52,"ranks=A,K,T,5,2",427,488474
Flush: AQ654,"ranks=A,Q,6,5,4",597,489335
Flush: KQ763,"ranks=K,Q,7,6,3",917,492063
Flush: J8765,"ranks=J,8,7,6,5",1444,493493
Flush: JT973,"ranks=J,T,9,7,3",1362,494247
Flush: AJ962,"ranks=A,J,9,6,2",649,497002
Flush: A8764,"ranks=A,8,7,6,4",783,498355
Flush: KQJ43,"ranks=K,Q,J,4,3",848,498945
Flush: K9764,"ranks=K,9,7,6,4",1091,502645
Flush: QJ863,"ranks=Q,J,8,6,3",1200,504339
Flush: KT854,"ranks=K,T,8,5,4",1049,506345
Flush: KQ872,"ranks=K,Q,8,7,2",904,506974
Flush: AQ953,"ranks=A,Q,9,5,3",567,507129
Flush: QT764,"ranks=Q,T,7,6,4",1265,509795
Flush: AJ763,"ranks=A,J,7,6,3",673,510081
Flush: J9864,"ranks=J,9,8,6,4",1415,515185
Flush: AQJ52,"ranks=A,Q,J,5,2",519,516026
Flush: A9873,"ranks=A,9,8,7,3",750,516477
Flush: KJT53,"ranks=K,J,T,5,3",958,518259
Flush: KQ754,"ranks=K,Q,7,5,4",919,521885
Flush: AKT43,"ranks=A,K,T,4,3",428,523365
Flush: AJ872,"ranks=A,J,8,7,2",660,525538
Flush: Q8765,"ranks=Q,8,7,6,5",1319,527527
Flush: QT973,"ranks=Q,T,9,7,3",1237,528333
Flush: AT863,"ranks=A,T,8,6,3",719,529023
Flush: KJ972,"ranks=K,J,9,7,2",973,530062
Flush: AQ962,"ranks=A,Q,9,6,2",565,531278
Flush: KT963,"ranks=K,T,9,6,3",1032,533577
Flush: QJ854,"ranks=Q,J,8,5,4",1202,534905
Flush: QJT72,"ranks=Q,J,T,7,2",1161,537602
Flush: AJ754,"ranks=A,J,7,5,4",675,540995
Flush: AK853,"ranks=A,K,8,5,3",462,541569
Flush: KJT62,"ranks=K,J,T,6,2",956,542938
Flush: AQ763,"ranks=A,Q,7,6,3",589,545259
Flush: KT982,"ranks=K,T,9,8,2",1024,549746
Flush: Q9864,"ranks=Q,9,8,6,4",1290,550715
Flush: J9765,"ranks=J,9,7,6,5",1424,551551
Flush: AQJ43,"ranks=A,Q,J,4,3",520,552885
Flush: KQT53,"ranks=K,Q,T,5,3",874,554001
Flush: A9764,"ranks=A,9,7,6,4",763,556985
Flush: AT854,"ranks=A,T,8,5,4",721,561085
Flush: AQ872,"ranks=A,Q,8,7,2",576,561782
Flush: QJ963,"ranks=Q,J,9,6,3",1185,563673
Flush: KT873,"ranks=K,T,8,7,3",1043,564213
Flush: KT954,"ranks=K,T,9,5,4",1034,565915
Flush: KQ972,"ranks=K,Q,9,7,2",889,566618
Flush: AK862,"ranks=A,K,8,6,2",460,567358
Flush: T9865,"ranks=T,9,8,6,5",1483,572033
Flush: AJT53,"ranks=A,J,T,5,3",630,574287
Flush: AQ754,"ranks=A,Q,7,5,4",591,578305
Flush: KQT62,"ranks=K,Q,T,6,2",872,580382
Flush: QJ982,"ranks=Q,J,9,8,2",1177,580754
Flush: AK654,"ranks=A,K,6,5,4",477,584045
Flush: AJ972,"ranks=A,J,9,7,2",645,587366
Flush: Q9765,"ranks=Q,9,7,6,5",1299,589589
Flush: AT963,"ranks=A,T,9,6,3",704,591261
Flush: QJ873,"ranks=Q,J,8,7,3",1196,596037
Flush: QJ954,"ranks=Q,J,9,5,4",1187,597835
Flush: AJT62,"ranks=A,J,T,6,2",628,601634
Flush: KJ863,"ranks=K,J,8,6,3",991,601953
Flush: AK953,"ranks=A,K,9,5,3",447,605283
Flush: KT764,"ranks=K,T,7,6,4",1056,608465
Flush: J9874,"ranks=J,9,8,7,4",1411,608855
Flush: AT982,"ranks=A,T,9,8,2",696,609178
Flush: AQT53,"ranks=A,Q,T,5,3",546,613893
Flush: AKJ52,"ranks=A,K,J,5,2",399,615902
Flush: JT864,"ranks=J,T,8,6,4",1380,623645
Flush: AT873,"ranks=A,T,8,7,3",715,625209
Flush: AT954,"ranks=A,T,9,5,4",706,627095
Flush: AQ972,"ranks=A,Q,9,7,2",561,627874
Flush: K8765,"ranks=K,8,7,6,5",1110,629629
Flush: KT973,"ranks=K,T,9,7,3",1028,630591
Flush: AK962,"ranks=A,K,9,6,2",445,634106
Flush: KJ854,"ranks=K,J,8,5,4",993,638435
Flush: KJT72,"ranks=K,J,T,7,2",952,641654
Flush: QJ764,"ranks=Q,J,7,6,4",1209,642785
Flush: AQT62,"ranks=A,Q,T,6,2",544,643126
Flush: KQ863,"ranks=K,Q,8,6,3",907,643467
Flush: JT983,"ranks=J,T,9,8,3",1357,646323
Flush: AK763,"ranks=A,K,7,6,3",469,650793
Flush: Q9874,"ranks=Q,9,8,7,4",1286,650845
Flush: K9864,"ranks=K,9,8,6,4",1081,657305
Flush: AKQ52,"ranks=A,K,Q,5,2",363,658378
Flush: AKJ43,"ranks=A,K,J,4,3",400,659895
Flush: QJ973,"ranks=Q,J,9,7,3",1181,666159
Flush: QT864,"ranks=Q,T,8,6,4",1255,666655
Flush: AJ863,"ranks=A,J,8,6,3",663,667029
Flush: JT765,"ranks=J,T,7,6,5",1389,667667
Flush: AK872,"ranks=A,K,8,7,2",456,670514
Flush: KJ963,"ranks=K,J,9,6,3",976,672771
Flush: AT764,"ranks=A,T,7,6,4",728,674245
Flush: T9875,"ranks=T,9,8,7,5",1479,676039
Flush: QJT63,"ranks=Q,J,T,6,3",1164,682341
Flush: KQ854,"ranks=K,Q,8,5,4",909,682465
Flush: KQT72,"ranks=K,Q,T,7,2",868,685906
Flush: AK754,"ranks=A,K,7,5,4",471,690235
Flush: QT983,"ranks=Q,T,9,8,3",1232,690897
Flush: KJ982,"ranks=K,J,9,8,2",968,693158
Flush: JT964,"ranks=J,T,9,6,4",1365,697015
Flush: A8765,"ranks=A,8,7,6,5",782,697697
Flush: KQJ53,"ranks=K,Q,J,5,3",846,698523
Flush: AT973,"ranks=A,T,9,7,3",700,698763
Flush: QJT82,"ranks=Q,J,T,8,2",1156,703018
Flush: K9765,"ranks=K,9,7,6,5",1090,703703
Flush: AKQ43,"ranks=A,K,Q,4,3",364,705405
Flush: AJ854,"ranks=A,J,8,5,4",665,707455
Flush: AJT72,"ranks=A,J,T,7,2",624,711022
Flush: KJ873,"ranks=K,J,8,7,3",987,711399
Flush: AQ863,"ranks=A,Q,8,6,3",579,713031
Flush: KJ954,"ranks=K,J,9,5,4",978,713545
Flush: QT765,"ranks=Q,T,7,6,5",1264,713713
Flush: KQ963,"ranks=K,Q,9,6,3",892,719169
Flush: J9865,"ranks=J,9,8,6,5",1414,721259
Flush: QJT54,"ranks=Q,J,T,5,4",1166,723695
Flush: A9864,"ranks=A,9,8,6,4",753,728365
Flush: KQJ62,"ranks=K,Q,J,6,2",844,731786
Flush: AKT53,"ranks=A,K,T,5,3",426,732711
Flush: JT874,"ranks=J,T,8,7,4",1376,737035
Flush: KQ982,"ranks=K,Q,9,8,2",884,740962
Flush: QT964,"ranks=Q,T,9,6,4",1240,745085
Flush: AJ963,"ranks=A,J,9,6,3",648,745503
Flush: AK972,"ranks=A,K,9,7,2",441,749398
Flush: AQ854,"ranks=A,Q,8,5,4",581,756245
Flush: AQT72,"ranks=A,Q,T,7,2",540,760058
Flush: KQ873,"ranks=K,Q,8,7,3",903,760461
Flush: KQ954,"ranks=K,Q,9,5,4",894,762755
Flush: KJ764,"ranks=K,J,7,6,4",1000,767195
Flush: AKT62,"ranks=A,K,T,6,2",424,767602
Flush: AJ982,"ranks=A,J,9,8,2",640,768094
Flush: Q9865,"ranks=Q,9,8,6,5",1289,771001
Flush: AQJ53,"ranks=A,Q,J,5,3",518,774039
Flush: K9874,"ranks=K,9,8,7,4",1077,776815
Flush: A9765,"ranks=A,9,7,6,5",762,779779
Flush: QJT92,"ranks=Q,J,T,9,2",1150,785726
Flush: QT874,"ranks=Q,T,8,7,4",1251,787865
Flush: AJ873,"ranks=A,J,8,7,3",659,788307
Flush: AJ954,"ranks=A,J,9,5,4",650,790685
Flush: KJ973,"ranks=K,J,9,7,3",972,795093
Flush: KT864,"ranks=K,T,8,6,4",1046,795685
Flush: AQ963,"ranks=A,Q,9,6,3",564,796917
Flush: QJT73,"ranks=Q,J,T,7,3",1160,806403
Flush: AQJ62,"ranks=A,Q,J,6,2",516,810898
Flush: KJT63,"ranks=K,J,T,6,3",955,814407
Flush: KQ764,"ranks=K,Q,7,6,4",916,820105
Flush: AQ982,"ranks=A,Q,9,8,2",556,821066
Flush: JT974,"ranks=J,T,9,7,4",1361,823745
Flush: KT983,"ranks=K,T,9,8,3",1023,824619
Flush: KJT82,"ranks=K,J,T,8,2",947,839086
Flush: QJ864,"ranks=Q,J,8,6,4",1199,840565
Flush: AQ873,"ranks=A,Q,8,7,3",575,842673
Flush: AQ954,"ranks=A,Q,9,5,4",566,845215
